Symbol,baseMean,log2FoldChange,padj
CG17272,897.3793893956066,-1.1418739091438947,1.200587267141314e-41
Nplp2,109.6901735998938,-3.015955457532803,2.2684349087482265e-41
CG5973,72.10434539830347,-5.003750847083969,3.8477850523650795e-40
Hsp70Ab,1553.6523763634787,-2.4714749820349224,4.861239997833976e-40
CG12896,175.8655907854304,-2.1802843886617373,4.2819676974303405e-38
Lerp,417.923707452028,-1.5634036671387292,1.872667359651853e-37
Hsp70Aa,1498.8962601924027,-2.491089639399084,7.3962997135758714e-37
Gs1,3444.9789409367254,-1.1143430552029483,4.542779438376696e-36
regucalcin,1351.2508044985984,-1.4697801883305868,7.465827606220113e-36
CG15209,300.732533911071,-1.5713115424441837,4.063823106860942e-35
Fas1,1031.83607091277,-1.2662382372276668,6.146490530755781e-35
CG32187,199.56987392021438,-2.1486012898105575,6.954710261141355e-35
CG6310,1622.0795411531562,-1.1140874622818115,8.440934783956897e-35
CG12926,75.82070717877947,-2.973455424858488,1.4602205806595019e-34
Hsp68,2028.5885381101962,-1.885902675004068,9.836806366640727e-33
CG11125,275.73774670921495,-1.353581023064942,1.64522767806246e-32
CG8008,1141.5921979158643,-1.0638325187638753,2.3065765196513068e-32
dpr7,549.243439196599,-1.6906962395776355,4.190188567192345e-32
Cyp9f3,1005.8596411073062,-1.162675952490109,5.058981682372873e-32
CG11825,63.96052691985598,-4.0999198173729745,1.5508591726638093e-31
CG13692,69.28646359188812,-2.7548759043083977,2.0101365585107205e-30
Sfxn1-3,643.8341111850843,-1.050541007430594,3.813404430280741e-29
Pask,351.9272423352233,-1.1855882196790302,2.5787254923452432e-28
Cyp9f2,687.928704526215,-1.0767116073405276,3.0830257447645417e-27
CG33926,1277.2301224018147,-1.289930555839596,6.02389056025504e-27
CG31997,115.22840891677482,-2.170017520104953,4.0992015327699167e-26
CG10581,347.46335807450316,-1.2602497008413907,7.312927571578701e-25
CG15056,222.69352828665288,-2.0448518608267454,1.244939337947055e-24
nAChRbeta3,197.08610166056857,-1.8371888090856587,5.210053505707688e-24
Ant2,396.37565899278485,-1.3912237578328823,5.213210694668399e-24
CG8112,767.5653086633225,-1.0459359641971095,7.630866197852393e-24
Hml,220.0429528371343,-1.8817602561192324,2.3593536923238933e-23
CG33108,364.85362252899705,-1.0498130437510578,1.3856617787902466e-22
ey,72.46501661674549,-2.1328640666206624,3.449716559439255e-22
Dif,581.5916738617092,-1.1088395400823308,1.715549020018155e-21
Sas-6,227.4749823116298,-1.1405960009364846,3.848093383442137e-21
CG5958,1591.6024281788395,-1.112289312962842,4.681281216000147e-21
CG41128,422.7845942068999,-1.507186037872839,7.661639225372714e-21
Hsp70Bb,2748.2587043590624,-2.5016194777399883,1.625774870868923e-20
Idgf2,1271.452964731361,-1.0667071682673706,1.8471747657109915e-20
Ptth,60.51093790814257,-2.175128683544892,4.275303234723724e-20
CG9961,109.03460523772632,-1.6802148711200782,8.777856834997532e-20
Kebab,113.31152403503766,-1.7334449369656069,9.134216485673638e-20
CG7194,262.51082887185447,-1.4456215416359715,1.5556599169240942e-19
Mos,70.1213763914876,-2.0897226541431646,1.817675184498193e-19
exu,405.526063555468,-1.187678592477829,4.978865988961125e-19
Apf,395.4949876453232,-1.0641165774019328,7.165445111378138e-19
mdy,1101.0214285563948,-1.282749695904154,1.2491276624913529e-18
CG30383,150.60667375136237,-1.607072428317745,2.0010505926569295e-18
CG7458,163.14323032164782,-1.275810068402818,4.040315309175091e-18
CG3788,129.91377789636022,-1.7726672172876565,7.407384309910949e-18
sei,438.4510712635664,-1.0062069551220598,1.5004532188988187e-17
CG1827,349.01830754957655,-1.3606437789480896,2.3298921700471675e-17
CG3618,265.5466792113028,-1.111677921351608,2.564298162072154e-17
betaNACtes2,27.30220270495438,-3.8543851660809687,2.5767569855433225e-17
Hsp70Bc,2358.2575827855762,-2.491537333815361,3.204949979812762e-17
Hsp70Ba,860.8891649856848,-2.4498821415460323,4.6777647601525724e-17
CG33978,82.72724435460421,-1.8246170842150573,6.015808653467203e-17
Hsp26,1384.5330730949265,-1.0479227295073066,9.543762912791591e-17
Hsp70Bbb,2398.7073916478334,-2.4753808459543607,1.1385478639044674e-16
CaMKI,3170.301055225122,-1.036475144032596,2.0434205133716542e-16
CG30484,508.9541118380823,-1.1777627282808245,7.687287668183025e-16
CG32448,348.11690974723575,-1.0950485191785027,4.014171320792342e-15
CG14864,205.76702182320622,-1.0645045609294814,1.147933474242981e-14
CG44303,204.31966911845115,-1.2234130885088788,1.572247781139054e-14
CG8526,105.62867929651699,-1.4306238860854323,1.935400436625993e-14
CG12698,54.17652815940167,-1.9538573335729748,2.894542323957803e-14
Rad51D,140.65427370987373,-1.244040082788296,3.906908724612382e-14
Dtd,122.38653762208001,-1.397026784537166,5.371269118225644e-14
CG13599,317.96207478501475,-1.0151421909891527,8.263839900947165e-14
Atf6,625.7697448892261,-1.342608476248573,1.1466266410291847e-13
CG8353,196.14817876137874,-1.0309541845354575,1.267593432115564e-13
Reph,216.08270465912693,-1.1205157529342404,1.6558102093297742e-13
CG15674,129.10224005791903,-1.4145010801721594,3.1417410900781846e-13
CG10841,20.64372196273686,-4.418898006925758,3.346557940551103e-13
Tsen2,164.32978589682435,-1.1500273474463831,5.829162182566529e-13
betaNACtes4,21.069337250253277,-3.3218837307180857,8.602166754196804e-13
CG33941,1025.3734948261763,-1.213829740922662,1.4142163093549425e-12
CG42694,95.47651216150139,-1.4903540995342386,1.8291027408035396e-12
Octbeta2R,79.75940618538266,-1.470156891394414,1.9802161826910987e-12
CG7213,41.8134921812085,-1.9403223744875426,2.118727307301255e-12
apolpp,159.8590746663982,-1.4497215544917954,2.723323087545534e-12
CG30466,374.25173123746424,-1.1335133300020004,4.053953008511957e-12
unc,33.533040367997046,-2.315813069780485,4.876883402650524e-12
CG6345,83.78274685673453,-1.4010689165157983,6.774405120310508e-12
betaNACtes1,18.101860264969726,-3.7800508438833367,8.970242371958033e-12
comt,57.67682909986241,-1.6625539969604048,1.3853303515530468e-11
CG6912,155.66705102317044,-1.1721470380427699,1.4615348021962967e-11
wus,111.21046244595605,-1.203076990200602,1.526582862268393e-11
CG6813,209.68104387934702,-1.0358363072064223,1.584526520805712e-11
CG34423,166.28420065680623,-1.212516781181815,2.835185820701026e-11
CG43999,25.14050157846803,-2.8373558943297703,5.3968460729470586e-11
CG43998,24.71385454085359,-2.6872589129134754,1.213795489933612e-10
Trf4-2,71.82162716846726,-1.3472074967231302,1.5211453391153725e-10
CG13101,90.78580288177407,-1.2984931164671942,2.3476898477820174e-10
cuff,41.66537231256803,-1.7879278978434239,3.034324324847472e-10
E(spl)m3-HLH,160.071377608691,-1.2895698029641345,3.25797768550738e-10
CG14036,50.09890415078607,-1.694204164369225,9.083304778699945e-10
Cyp12e1,142.62673880356976,-1.108964453987921,1.2914438463006976e-9
CG7963,29.317867788564012,-2.0483684500106336,1.7123500719507612e-9
CG16957,30.66925375893205,-2.3371411570305134,1.9881951009623563e-9
CG15864,154.59226442106004,-1.147137174406721,2.9977776422314283e-9
CG30340,81.84053535581698,-1.174136980042772,3.130656204140435e-9
Sans,87.35117733232548,-1.1503678346330732,3.7149392428570755e-9
CG5964,18.501529070258915,-2.5085946731492013,3.72266388980869e-9
CG4324,31.14671500546194,-1.9187794130658173,4.082479376069558e-9
CG43295,119.47002450914964,-1.118399288404216,4.993383773146321e-9
fs(1)N,39.317050675355695,-1.5506759310384457,7.9798908261472e-9
CG14829,20.15862982060821,-2.7576068649058025,9.986543451240319e-9
KFase,22.89008833038106,-2.798808539898756,2.140001858804615e-8
NaCP60E,112.94327567219175,-1.016386690395417,3.16775997429485e-8
CG3246,139.87340013865173,-1.160914689823384,4.7139617469114756e-8
CG14104,86.15494844107567,-1.0666348372668155,4.8625562082017864e-8
CG34437,26.645071817749052,-2.0868565760533455,7.027785434633493e-8
CG33177,57.23145210188198,-1.4015242365089606,7.208311520287228e-8
Nep5,23.32534932560511,-2.120633087335447,8.453402034425452e-8
CG42255,65.66091145812712,-1.4032552633067628,1.345790289863056e-7
swa,26.795932996918268,-2.1129001692707683,1.624197656662786e-7
moon,40.535732407084176,-1.4718518129190483,2.1099093229026552e-7
CG43064,48.32613418386915,-1.446389556144598,2.904948008787601e-7
corn,27.440060149536254,-1.6856426565715283,3.548172193683289e-7
CG44532,47.04861185586383,-1.3364845756248198,5.326862311001821e-7
CG33474,10.529623694362693,-3.786795537933364,5.359017266408949e-7
Dhit,24.430692361667397,-1.9321706158305776,6.272697122777032e-7
nAChRbeta2,11.148060138673596,-3.1371927636742245,6.951174389788491e-7
SkpB,32.62449057975769,-1.6092594186245193,1.6079882337872687e-6
CG9766,50.44622621415774,-1.2427789775233942,2.2125659873750198e-6
CG15912,61.961111171657606,-1.149497090629832,2.402117395235424e-6
CG7916,48.47982373119568,-1.3110467192099748,2.9309771468700247e-6
CG11294,21.64388419655561,-1.8812297951976198,3.7953299438592135e-6
CG15484,37.74531527826275,-1.3243876052589307,4.88617515432297e-6
BBS8,11.45619018421255,-2.6799162466236846,6.866627024846632e-6
CG33178,47.436083505484476,-1.1646714964611022,1.0309014729646365e-5
Unc-89,33.740242188197804,-1.4079200062263226,1.2563128291540114e-5
CG4186,73.33201913208771,-1.0316125035925943,1.3307862605107821e-5
CG2003,54.49200780227875,-1.0801533124457294,3.0744440361869225e-5
I-t,47.789313790914036,-1.0833390016105842,4.161799852618602e-5
CG10505,33.69960314884591,-1.4055538205709797,4.2039629338232815e-5
AANAT1,8.815520521421574,-3.0512063167856924,5.0919395912389303e-5
lush,31.047975019308314,-1.3915173135283456,7.953085169858532e-5
CG11983,18.7485070697961,-1.6246500957425505,8.99291044907926e-5
CG6790,16.945099182250225,-1.7704945421879201,1.0237129141479087e-4
CG1503,24.670605880714092,-1.3160476023262249,1.3717725057490904e-4
PICK1,16.846531936600073,-1.7510342941103632,1.969000627683104e-4
CG3568,29.808365758105392,-1.3222123909876655,1.971804432156845e-4
CG13148,12.116344056196652,-2.0195275059446294,3.9342967057259056e-4
ppk12,8.690756901563477,-2.668180817046405,3.9951845005926857e-4
CG31974,20.75622164258981,-1.3686767947304628,4.3724939267083434e-4
CG42524,7.735364500002169,-2.7025782103517177,4.4688378394082894e-4
CG14688,15.038299124973227,-1.8456322566793963,4.7013085061908594e-4
e(y)2b,33.569653271595726,-1.183710194944666,5.297791406681862e-4
alpha-Est1,32.99485074312192,-1.090292519531709,6.529593301838697e-4
fus,23.918584003350038,-1.4365062864296325,7.607892190476224e-4
CG30099,16.27763879518129,-1.4647769808659856,0.0012503041624042227
CG30016,17.89542615156139,-1.5045168337398536,0.001666905109952519
HisCl1,13.990543302193236,-1.5399850297043962,0.002033941121762173
CG12594,28.594613490845852,-1.1272843707694906,0.0023229246193282966
CG4408,18.397206810169806,-1.2482071003213047,0.0024416363769136627
CG15526,7.265416315124871,-2.3461706924212087,0.002788593943026061
CG11951,5.25117352905625,-2.6529280445787093,0.0029565879319842013
CG43325,4.434739899976808,-3.825389050944522,0.0031850845654960527
SecCl,11.070552763023759,-1.6628952482126909,0.004536254404271528
Sema5c,6.919397691607427,-1.9639467194941909,0.005008915779189918
CG18808,4.842034981391662,-2.8867857038671736,0.005010671549984087
CG43069,4.4215749152853965,-3.1135311576644917,0.005963274631081394
CG34402,9.836192586869554,-1.8699611126162408,0.006112271525801478
CG1143,13.819203103482906,-1.407836519751254,0.006420479930980046
CG43630,28.340773751845862,-1.0125935222886913,0.006570587720999598
CG32450,2.7923698706009787,-4.254784972473238,0.006585777314737112
CG8834,11.201089472798769,-1.689191520259177,0.00713970130027337
Ca-alpha1T,5.122785865895198,-2.4516396744627293,0.007352147103339558
Muc68Ca,18.40882813814715,-1.1527939767666915,0.007574730622319344
CG30049,6.093425575173085,-2.093154465810275,0.00876021501004268
CG15695,27.20995740397817,-1.0627548113073928,0.01011092065043629
CG5160,11.070008417957308,-1.5185887646863876,0.010853481391075533
CycJ,10.54754888721246,-1.4295794136803084,0.0119944565189785
CG43326,3.427299965936189,-3.3868872759682156,0.01432594040748504
RYa,7.836233782079874,-1.7437554901656764,0.017242788878774215
CG12017,3.081606796405486,-2.5869403660144035,0.022943838815001668
CG32719,11.955359896854226,-1.1264884985672614,0.02405476991922523
CG8248,18.493798626432838,-1.1084327118395472,0.02411009956612863
CG43799,7.678453121004691,-1.7261471682965392,0.024865771350440987
Phlpp,5.388915721068305,-2.226472192459131,0.025464389518065702
CG14757,11.660814260838563,-1.1475174927147027,0.026552170940966655
Acp26Aa,2.194500474585586,-3.2168955803735884,0.037012270654322034
CG34288,16.871383596021854,-1.0155140161470966,0.03780045140635724
CG12362,4.427806928114186,-1.9877916869068528,0.041131854888768124
rols,15.27385881735316,-1.0625558406349,0.04244635957869633
CG42857,12.676612914397282,-1.0328864922519763,0.043253353829737044
CG13000,10.048487501201894,-1.3202141574264739,0.04402705572602219
LS2,2.0663780180399414,-3.0327466881502816,0.045592018007354754
CG32762,4.474808040447365,-2.072694124924537,0.046502211162113845
CG10405,11.680740565815766,-1.2325772498651317,0.049710558417242166
