Symbol,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,fex10_1,fex10_2,fex10_3,fex2_1,fex2_2,fex2_3,S2R_1,S2R_2,S2R_3
Nepl19,2214.376624427822,-2.209459249662359,0.0692196753319831,-31.919526335042974,1.4310474073620783e-223,8.130032859001737e-221,897.7353765415929,915.3056328061693,866.816226353885,1695.917488069804,1617.7289297222144,1536.1976496056147,4275.0770651603225,4061.927098208628,4062.6841533821694
Nepl20,2212.079039443682,-2.9493472106577756,0.09252875641947621,-31.874925426285888,5.94438706670479e-223,3.189493905013048e-220,653.1938848320731,603.6013227730889,627.3887264914308,1146.2332360356647,1177.7370051084351,1137.1108767434973,4754.557198611602,5420.224350298035,4388.664754099313
cv-2,1371.9686304564136,2.861104473406033,0.0898019790585529,31.86014944660105,9.523708011556467e-223,4.841051156611176e-220,2226.0587617411443,1975.5172826511287,2231.3312834403714,1690.0593965738806,1623.4184804715305,1716.6459751341797,281.7089513083053,305.16810509497674,297.8094376922046
CG46339,3425.3332243965096,2.935125721904306,0.09214532099043019,31.853225864926287,1.1876522567402769e-222,5.7351727477987966e-220,6355.6414938324715,7300.552786493854,6182.993491818376,2851.9142099320075,2725.2948089224174,2819.3857422531883,803.7328855694097,952.4037266853032,836.0798740615609
CG10359,1046.541719195341,7.070522837274883,0.23112350448857844,30.591967930394077,1.565333043483643e-205,7.199041206650012e-203,1942.5206201909039,2105.828449052918,2143.762892286974,1009.5444344641204,1080.0663839118417,1091.2827305775124,13.797989451835361,13.961939448789785,18.110033373174605
Nazo,571.969008984753,-3.1464702094953054,0.10365322508969543,-30.35573863497768,2.110438023934708e-202,9.264822925073368e-200,165.7357618230633,158.458378344576,160.72679388914747,117.1618299184666,129.91140877605122,115.52511846008663,1464.8865468031875,1353.3108451434098,1482.0043977047885
mthl2,934.5796773814395,4.9873316971519275,0.16470923121953165,30.279612503956102,2.1271504899423718e-201,8.932182361679751e-199,1554.991412398741,1727.4048218221214,1677.1009596846905,973.4195369059266,1091.445485410474,1229.7219221205914,62.09095253325913,60.83416474115549,34.20784081599648
AttD,1131.2794135581426,4.195210127334629,0.13865821189188615,30.25576393993669,4.38158441257914e-201,1.7632225940287222e-198,1290.1391655638458,1158.205646979105,1255.885913630373,2065.9536008956275,2282.45810893398,1925.7368920164854,75.88894198509449,59.836883351956224,67.40956866681658
CG6999,447.71857834732754,-4.622889133868802,0.15551392122460878,-29.726529287316747,3.487818954649329e-194,1.3474142185601287e-191,51.995533120961035,54.20944522314443,43.22996525294311,51.74647488065608,62.585058242477224,65.87796011360312,1288.9621812922867,1111.9687489571863,1298.8918380426896
Sulf1,3526.3935407932563,2.3791169747558105,0.08015308846014006,29.68216222808357,1.3048345221493878e-193,4.84695839035338e-191,5231.23809009169,5553.34066737866,5762.886906411571,3882.9383132145135,4096.4765395076,4031.9221095615358,1011.8525598012599,1167.8165067523455,999.0701744201323
Esyt2,680.4164403480652,5.111536649506026,0.17521413817751336,29.173083306367744,4.2580367449474897e-187,1.52311551417418e-184,1204.8339940372691,1204.0751775525348,1063.013760963396,787.9133062016879,846.7948031898812,916.5629233196955,34.4949736295884,38.89397417877154,27.165050059761906
KrT95D,7862.317096156632,1.3846192149035288,0.0480654202237344,28.806972007285452,1.7542801052714492e-182,6.051013305968449e-180,10780.13639034425,10451.998034754732,10640.113755461563,9025.366298052542,8801.735009192025,8854.379740486309,4045.1105742964,4041.981470424643,4120.032592397222
Ugt317A1,2627.2639698274515,-1.8477035383278833,0.06585918471171853,-28.055366102931966,3.43562809801218e-173,1.1441826265724701e-170,1069.1581497997613,1119.6335417241753,1141.7144669367028,2765.995534658465,2738.570427337488,2834.6617909751835,3949.674480587872,4180.6035835233415,3845.3637529040743
CAH7,1789.382820285268,2.522955784081375,0.09042363148408922,27.901509181538565,2.557911317295897e-171,8.234769167481258e-169,2712.704454545139,3257.779160044737,2967.3491533879155,1791.599649169885,1857.6383196517104,1962.9722607763479,519.7242693524653,523.5727293296169,511.1053863095944
edin,1262.8006327710398,5.398493746253554,0.19607773875503157,27.532415360002325,7.187133899541766e-167,2.2391399742507864e-164,1171.5243556316534,997.6622899721003,1002.0484253502711,2735.7287285961947,2834.344531617643,2549.190630482903,19.54715172343343,19.945627783985408,35.21395378117284
CG44325,529.8783655818784,3.0818342528963805,0.11228620173615282,27.44624188231065,7.703578647888072e-166,2.325036330665719e-163,944.8563284324639,972.6425460229567,926.6731013194985,557.4950406953702,517.7491181877662,513.6571382770794,110.38391561468289,104.71454586592338,120.73355582116403
CG14273,2125.0571191235745,2.2231623951842012,0.08127142257419685,27.35478627994437,9.47218217815616e-165,2.77219198414037e-162,3235.9095065748097,3589.2907673708896,3642.4016877223353,2198.737008136556,2057.720854335994,2160.606141117157,743.9415979447899,703.0833793854856,793.8231295241535
Socs36E,2042.7311632717324,1.9057917844958518,0.070233720567339,27.13499682347895,3.806802394791948e-162,1.0813558096735482e-159,3092.1093602871515,3264.034096032023,3155.7874634648474,2209.476842545749,2060.5656297106516,2064.176083559564,858.9248433767513,874.6157783277602,804.8903721410935
Mmp1,383.51490886167926,3.4392675389575484,0.1313140638937485,26.19115909580255,3.351057218446342e-151,9.247003033072792e-149,805.9307633748961,778.739530417094,777.0309139054647,299.7390148747437,270.2536605925153,301.7019622593998,77.0387744394141,74.79610418994528,66.40345570164021
Sp212,591.0969533595635,3.497211518047206,0.13536793316166335,25.834859381879284,3.6003111301619145e-147,9.658834693084381e-145,931.8574451522236,937.19790876167,989.8553582276462,740.0722256516473,727.314237454243,740.8883630167539,78.18860689373372,63.8260089087533,110.67242616940035
CG14567,803.7656907548362,7.360376378791699,0.28786138431280045,25.569168981670884,3.361373893163403e-144,8.774094340587067e-142,1622.4231194149875,1469.9099570121853,1548.5195245733726,841.6124782476517,855.3291293138554,867.8705180183367,9.198659634556908,9.972813891992704,9.055016686587303
CG30089,2731.107925942082,-1.6805933653651153,0.06590360994750379,-25.50077858714886,1.932436760907758e-143,4.911440588643981e-141,1295.8261769989508,1299.9841960242518,1405.5281010444069,2566.820423797072,2615.2968277689724,2579.742727926893,4258.979410799848,4453.858684163942,4103.934784954401
FER,5024.190870965662,1.6429340252277913,0.06461165461559808,25.427827765784627,1.2419647186121679e-142,3.0756141672708505e-140,7203.818627868149,7413.141634265,7375.697148540602,5403.113056406618,5341.539895149609,5440.182851120443,2283.5672542787524,2527.111040230951,2229.546330830829
CG32706,340.8643344697109,-4.477253698414624,0.17681089500537678,-25.32227269297218,1.8161552010996255e-141,4.385106733055045e-139,43.87123107081088,41.699573248572634,38.796122662897666,50.77012629800219,60.688541326038525,48.692405301358825,1008.4030624383009,786.8550160782243,988.0029318031923
CG9932,2063.569099444674,1.7287517069177472,0.06849995917666274,25.23726623630917,1.5627271419828197e-140,3.6811753017731887e-138,3055.550001061476,3063.8761444388742,3032.7483315910863,2319.8042323856384,2140.219340201077,2198.7962629221447,916.4164660927319,965.3683847448937,879.3427315641446
ItgaPS4,463.85773175940545,3.829288828049117,0.15233327537760083,25.13757298631667,1.93248892685564e-139,4.44380429894566e-137,959.4800721227341,991.4073539848143,1017.5668744154302,304.6207577880131,311.97703275416677,381.90121804987314,58.64145517030028,88.75804363873506,60.366777910582016
scrib,6481.856361083817,1.6533829793713444,0.06648602078750195,24.868129567503725,1.6464963833018693e-136,3.698107458123129e-134,9850.716235807071,9601.32674048385,9715.657575437086,6830.534684246602,6483.243078845709,6583.976999179813,3012.561030317387,3332.9144027039615,2925.776502732875
CG15097,1166.6350912294174,2.318001958384891,0.09439002046328719,24.557701619383305,3.578682625028836e-133,7.855208361938295e-131,1730.4763366819845,1723.2348644972642,1582.8818046462247,1606.0934184656462,1442.3011149516342,1405.3964824235331,315.0540924835741,334.0892653817556,360.1884415331393
Prx2540-1,625.1027373063581,-2.3984483202559845,0.0982466076073938,-24.412530657959156,1.2589295086667278e-131,2.701942487711835e-129,244.54149170951987,246.02748216657855,254.94594892761324,333.91121526762976,313.8735496706055,305.5209744398985,1295.8611760182043,1220.672420379907,1410.5703771772664
CG13117,1478.8267204579427,2.307114981422651,0.09472144760887859,24.35683828386082,4.906589139246004e-131,1.0301703892790851e-128,2646.0851777339076,2448.807439022428,2255.7174176856215,1473.3100112247173,1520.0583085256212,1478.9124668981337,502.47678253767106,443.7902181936753,540.282662299709
CG4927,465.6475062795238,4.72036380202372,0.19382037846233421,24.35432145717869,5.217303975121156e-131,1.0721004636536197e-128,647.5068733969679,805.8442530286661,842.430092108635,596.5489840015257,591.7132779288756,619.6347262859192,31.045476266629564,26.9265975083803,29.17727599011464
CG42390,1116.5149261921847,1.9765765426023874,0.08211199326622708,24.07171551899666,4.946106081305923e-128,9.951977611094293e-126,1412.8161265211131,1527.2468702289727,1541.8687606883043,1479.1681027206407,1484.9727455715051,1463.6364181761387,395.54236428594703,356.0294559441395,387.35349159290126
wun2,336.32249431471,3.514840002294,0.14844716744901015,23.677380058473034,6.16754544554154e-124,1.2156357941436774e-121,693.8153950828239,725.5725745251639,637.3648723190331,271.42490597778095,235.16809763839927,283.5616544020308,59.7912876246199,59.836883351956224,60.366777910582016
drongo,3247.247103754313,1.2976359711638699,0.055307835392238755,23.4620639546122,9.955988340101668e-122,1.9230987077740382e-119,4535.797834598836,4556.7208667377745,4645.558573720117,3346.9229413375288,3228.820050236893,3323.495350079021,1865.028240906413,1901.8156092030085,1821.064466969224
CG10132,317.95730863825503,4.5217251367929325,0.1962108845725619,23.045230883308754,1.6421367442857064e-117,3.1097562110414414e-115,624.7588276565475,581.7090468175883,544.2541779280787,369.05976424316975,336.63175266786993,329.3898005680156,20.69698417775304,24.93203472998176,30.183388955291008
pain,534.3254794377327,7.016369856355088,0.3058049072736317,22.94394134779825,1.693695064698444e-116,3.1457128720879946e-114,1064.2835685696712,1125.888477711461,1196.0290386647594,485.24524557898246,411.5441708671987,500.29059564533384,4.599329817278454,8.975532502793433,12.073355582116402
fat-spondin,2014.6058785284517,-2.2679010211922566,0.09911453885673777,-22.881618048693426,7.082467428360671e-116,1.2906126494925916e-113,763.6843927141152,689.0854479326628,627.3887264914308,2146.0141846732463,1994.187537635297,1875.134980624877,3128.6941082036683,3261.110142681614,3646.1533857991535
Pxn,4784.640480188866,-2.0575468073902163,0.09179516684804793,-22.4145440118449,2.8393402389953004e-111,5.078212597817891e-109,2070.0721623782615,2198.6099995309924,1903.2269317770083,4074.3026354146755,3631.829894980118,3488.6676268855913,8045.377682874335,8357.218041489885,9292.459346368925
cact,3393.369744362886,1.562508673530729,0.0698404587312306,22.372543106335886,7.286249900782579e-111,1.2794654825774208e-108,4845.333742709557,5290.633355912653,5422.5894876255825,3230.737460001716,3232.6130840697706,3253.798377784919,1704.051697301667,1711.334863865948,1849.2356299941623
Tret1-2,530.5918342755397,2.8979857720828988,0.12989719982726156,22.309840211618617,2.965532951272075e-110,5.114485222033162e-108,975.7286762230344,922.6030581246696,1133.9552424041233,445.21495369017305,440.94018307199866,448.73393120860095,159.82671115042626,134.63298754190149,113.69076506492947
betaNACtes6,192.40241120706918,-3.924803207465655,0.17752365112298685,-22.108621485858162,2.611235652884496e-108,4.424441041326046e-106,33.309638405615665,36.487126592501056,34.362280072852215,15.621577322462212,16.120393789728983,17.18555481224429,549.6199131647752,492.65700626443953,536.2582104390035
CG8547,550.834587767364,2.501722984739624,0.11337685520494084,22.065552799268342,6.7735641392209735e-108,1.1279152147688993e-105,688.9408138527338,714.1051918818064,778.139374552976,804.511232106804,765.244575783017,822.9971248974766,116.13307788628096,134.63298754190149,132.80691140328042
rpr,768.7157778439439,2.1633600060688662,0.09899466012922052,21.853299998656205,7.231402863248202e-106,1.1837438788686634e-103,1139.8395776360678,1168.630540291248,1171.6429044195095,816.2274150986506,868.6047477289263,976.7123651625506,261.01196713055225,268.2686936946037,247.50378943338626
Lac,1479.3984883336861,1.6479657198069353,0.07550387323059471,21.826240817791156,1.3074100257633612e-105,2.1044943381370905e-103,1836.9046935389517,1856.6734988926967,1901.0100104819855,1940.9809823159299,1892.7238826058265,2101.411452319427,596.7630437918793,579.4204871247761,608.698343931702
ome,582.6787032897565,2.5728770907253793,0.11811582149925062,21.782662627814876,3.38799029356229e-105,5.364132828725343e-103,650.756594217028,681.7880226141626,723.8248028249193,918.7440162773089,923.6037383056488,1000.5811912906677,111.5337480690025,129.64658059590514,103.62963541316579
Nrt,415.1639374542759,2.7878851478583337,0.12824156840166304,21.739325108115104,8.717108702891423e-105,1.3579005782665383e-102,662.1306170872382,644.2584066904473,675.0525343344194,481.3398512483669,480.7670383172114,507.9286200063313,74.73910953077487,115.68464114711536,94.57461872657849
lbm,368.30852406293025,2.3428750810075814,0.1078820791100777,21.716999712408434,1.4173876898392208e-104,2.1728778267408242e-102,687.3159534427037,691.1704265950914,680.5948375719762,280.2120432216659,283.52927900758624,286.4259135374049,131.08089979243593,138.62211309869858,135.82525029880952
Tret1-1,672.3036422447437,2.610659506305339,0.12062436652655893,21.642886768906074,7.092118116071855e-104,1.0702449494534684e-101,1371.3821860653475,1099.8262444311033,1244.8013071552593,616.0759556546035,592.661536387095,516.5213974124534,213.8688365034481,205.4399661750497,190.15535041833334
pon,205.45318249443264,-3.419793371788386,0.15818047187734033,-21.619567391607198,1.175741695402798e-103,1.7469712760308034e-101,45.49609148084091,53.16695589193011,48.772268490499926,43.93568621942497,48.361181369186944,39.144874850112,508.22594480926915,508.6135084916279,553.3621308470018
CG42324,579.8159782377313,2.6883939941200645,0.12439366397813949,21.61198495280687,1.385621500041164e-103,2.0276261283935702e-101,978.9783970430946,918.4331007998122,951.0592355647485,620.957698567873,641.9709762145012,664.5081194067793,155.2273813331478,174.52424310987232,112.6846520997531
Fhos,1256.1437928925882,2.149146984334337,0.10015997677451234,21.45714339743367,3.9163841434745455e-102,5.645438516071218e-100,1953.894643061114,1994.2820906129862,2245.741271858019,1285.8510833551709,1178.6852635666544,1251.6812421584593,453.0339870019277,522.5754479404177,419.549106478545
CG5895,625.9277405966287,2.0006242647016363,0.09334935027021801,21.431582104325706,6.783555068942992e-102,9.63464336115462e-100,930.2325847421936,885.0734422009542,917.8054161394076,736.1668313210317,726.3659789960236,753.3001526033747,243.76448031575805,231.36928229423071,209.27149675668431
CG5144,484.6390373792005,-2.153215817544083,0.10100762983506065,-21.317358115027094,7.83588855992695e-101,1.0967972711851375e-98,198.23297002366397,218.92275955500634,193.98061331448832,328.05312377170645,338.52826958430865,366.6251693278782,933.6639529075261,919.4934408417273,864.2510370864992
bab2,264.9696323649959,3.8525238638186274,0.1834427471172354,21.00123294248608,6.390544421419399e-98,8.817125431724079e-96,495.5824250591599,516.0322189510864,542.0372566330559,244.08714566347206,211.46163618291547,269.24035872516055,24.146481540711882,40.88853695717008,41.25063157223104
dally,490.2958968092163,2.921145635411458,0.13958731389537657,20.927013737085836,3.039519112387538e-97,4.134602195413922e-95,886.3613536713826,906.9657181564548,944.4084716796804,444.23860510751916,389.7342263281536,478.3312756074661,141.42939188131245,130.64386198510442,90.55016686587302
betaNACtes3,169.47227849786557,-4.050795082358482,0.1945422338877146,-20.8221885880909,2.7245309426962007e-96,3.6546555339666537e-94,33.309638405615665,21.892275955500633,27.711516187784046,10.73983440919277,20.86168608082574,17.18555481224429,467.98180890808266,460.7440018100629,464.8241899114815
trol,2181.3606055306395,-2.012928570192826,0.0966852739593314,-20.819391493264234,2.8882989637065547e-96,3.8212590947230003e-94,1109.7796600505121,1060.2116498449593,917.8054161394076,1365.9116671327897,1398.681225873544,1304.1926596403168,3987.6189515804194,4604.448173933031,3883.5960455807763
Kal1,450.154992995024,2.6880802316740846,0.12940142953552086,20.77318806540853,7.566564760168187e-96,9.823004481539261e-94,739.3114865636647,781.8669984107369,863.4908444113508,425.68798203709525,399.21681091034714,470.69325124646866,143.72905678995167,111.69551559031828,115.70299099528219
CG13893,716.2965245932639,2.1108214077860095,0.10161468492292976,20.772798827127932,7.628135598627506e-96,9.823004481539261e-94,939.9817472023738,939.2828874240986,936.6492471471008,991.9701599763505,925.5002552220875,1062.640139223772,197.77118214297352,213.41821728864386,239.45488571197532
CG31689,639.7817891644946,-2.150162957949507,0.10502970788175366,-20.47195028258329,3.8298301179453293e-93,4.866907799883683e-91,237.22961986438474,285.6420767527226,266.03055540272686,509.6539601453297,446.62973382131474,523.2046687283262,1137.1842973220978,1230.6452342718997,1121.815956171649
CG30460,217.7751240557572,4.038879525561634,0.197539559380392,20.4459275814429,6.5304982476158984e-93,8.191110659152513e-91,394.02864943228286,409.6983071672261,436.7334951194766,221.63112826243264,206.72034389181871,215.77418819817834,25.296313995031497,23.93475334078249,26.15893709458554
spir,574.8907156199443,2.218257278779273,0.10881922901214595,20.38479135458385,2.281873046351394e-92,2.825426907905354e-90,817.3047862451064,817.3116356720236,956.6015388023053,649.2718074648357,682.7460899179334,694.1054638056445,192.02201987137545,177.51608727747012,187.13701152280424
CG4793,427.7644002487833,2.924113871518716,0.14541217037098234,20.10914123665564,6.13772436081646e-90,7.503562262881692e-88,537.8287957199408,548.3493882187302,484.3973029624651,670.7514762832212,669.4704715028624,732.2955856106317,66.69028235053757,85.76619947113726,54.33010011952381
mamo,234.54634907167028,-3.711329035954624,0.18484167321662065,-20.078421555972515,1.1395857716966964e-89,1.3757649228808366e-87,44.68366127582589,38.57210525492969,35.47074072036358,143.52324165012158,140.34225181646408,139.3939445882037,528.9229289870221,603.3552404655586,436.6530268865432
slgA,1319.407937642569,1.610980138854328,0.08039672405060858,20.037882860006075,2.5748912676554953e-89,3.070160476915651e-87,1539.5552385034557,1547.0541675220447,1467.6018973050432,1966.366045464931,1915.4820856030908,1948.6509650994776,472.58113872536114,545.5129198920009,471.86698066771606
CG8306,1581.7370524881078,1.4479557556892426,0.07239044363290092,20.002029038970516,5.287689072778554e-89,6.227865983523814e-87,2293.4904687573908,2250.734466091708,2274.5612486933146,1734.9714313759594,1536.1787023153502,1646.949002840078,812.9315452039667,843.7000552625827,842.1165518526191
Tep2,2508.8831260829684,2.230942324129367,0.1116772926623282,19.976687032295196,8.786471898373604e-89,1.0224065734276176e-86,3395.1458267577527,3708.1345511293216,3726.6446969331987,3051.089320793401,3148.2180812882484,3246.1603534239216,673.8018182312935,926.4744105661222,704.2790756234568
pirk,1593.4455197828697,1.625098657551972,0.08165756923712514,19.901384191744103,3.9584481808765566e-88,4.551272920345927e-86,1512.7450417379603,1538.7142528723302,1630.5456124892132,2557.0569379705335,2849.5166669491523,2734.412721237092,525.4734316240633,509.61078988082716,482.9342232846561
Zasp52,3532.391211614291,1.9025213317106504,0.0957048814566211,19.879041724459807,6.180296135514946e-88,7.022270597270983e-86,4695.8465849867935,5431.369415626586,5695.270806913377,4066.4918467534444,3678.294559432866,3994.686740801673,1331.5059821021123,1539.8024649236734,1358.2525029880953
AttB,835.0250357417048,7.543190466518851,0.3813405379954873,19.780720156764755,4.364132528999569e-87,4.9010223215206785e-85,1038.2858020091908,938.2403980928843,948.8423142697258,1479.1681027206407,1591.1776928920724,1503.7360460713755,5.749162271598067,3.9891255567970814,6.036677791058201
NtR,1184.5142673858238,-1.5253356367064301,0.07715514553478024,-19.769720167514095,5.427616500845755e-87,6.025278179904403e-85,610.1350839662772,605.6863014355175,591.9179857710673,1173.5709963499737,1236.5290295180348,1238.3146995267136,1667.2570587634395,1848.9596955754473,1688.2575555659437
CG7888,577.725144092753,2.6704406158018066,0.13590600294386176,19.64917338423143,5.876201347095023e-86,6.449130978436787e-84,746.6233584087998,767.2721477737365,771.4886106679079,864.068495648691,807.9162064028878,882.191813695207,136.830062064034,138.62211309869858,84.51348907481481
CG34232,931.4301947079894,-2.154411614943175,0.10966587465068141,-19.645232592231814,6.3505131193150635e-86,6.891377045656728e-84,322.53479139096146,315.8742673579377,300.3928354755791,1070.0780465886614,1125.5827899063706,1065.504398359146,1316.5581601959573,1257.5718317802798,1608.7746313170107
Lmpt,1739.691597107668,1.6790264998835573,0.08598769938623604,19.52635681461571,6.555244171714226e-85,7.034505356712889e-83,2426.7290223798536,2414.4052910923556,2760.067012303291,1863.8494442862727,1857.6383196517104,1962.0175077312233,785.335566300296,847.6891808193798,739.4930294046296
Idgf6,7803.633689214092,-1.8494553088475982,0.09546784940554981,-19.372546049414666,1.3158688763637748e-83,1.3965562206506964e-81,3736.3665128640596,4148.065048901763,4129.015911979823,5213.701431371764,5005.856400939959,4718.389549006182,13474.88653217155,13369.554303605419,16436.867512086304
Idgf5,572.3236665329941,1.9561025737072013,0.1014271505319679,19.285788503845183,7.070371488821804e-83,7.422353025982715e-81,749.0606490238449,802.7167850350232,763.7293861353284,779.1261689578029,748.1759235350687,713.2005247081381,178.22403041954007,210.42637312104605,206.25315786115522
Abl,9809.281825306996,1.3090256119189851,0.06816346032262911,19.204213015641326,3.412565896163814e-82,3.5439313360376465e-80,14002.234583433805,13070.731234765093,12491.243036805537,11519.936926733228,10648.942485803322,10581.52799911686,5189.193866344415,5427.205320022429,5352.520974738272
Ugt50B3,339.6651576669599,2.2784088646284446,0.1188319599294364,19.173367720109862,6.177707388938994e-82,6.347265740677959e-80,636.9452807317728,658.8532573274476,595.2433677136013,241.1580999155104,260.7710760103218,273.0593709056593,142.57922433563206,128.64929920670588,119.72744285598766
CG11155,282.4296974121223,3.446656687783078,0.18065143249708698,19.079044323873024,3.770908242872627e-81,3.8336244010172455e-79,473.6468095237544,504.56483630772885,543.1457172805673,243.11079708081817,306.2874820048507,331.2993066582649,51.7424604443826,52.85591362756133,35.21395378117284
toc,256.9612692513113,2.82666960855294,0.14826386038276634,19.06512889422581,4.920636196023613e-81,4.9503650397079226e-79,463.08521685855925,443.05796576608424,436.7334951194766,257.7560258206265,234.21983918017992,288.33541962765423,63.24078498757874,61.83144613035476,64.39122977128748
CG2841,327.1307021889902,2.732651178329336,0.14360721448205566,19.028648304231208,9.876759307491396e-81,9.833993957912567e-79,616.6345256063973,755.804765130379,720.4994208823853,169.88465338177656,182.06562397811555,184.26733770906378,113.83341297764173,117.6792039255139,83.50737610963846
Rab23,207.0143602325334,-3.369668721188242,0.17772362225812835,-18.96016229229273,3.640191551186547e-80,3.5874459185060893e-78,47.12095189087094,39.614594586144,55.42303237556809,72.24979511638773,99.56713811303194,83.06351492584741,505.92627990062994,530.5536990540119,429.6102361303087
Myo61F,4967.42242480462,1.283154327902169,0.06850856635715687,18.72983768500831,2.827767864039827e-78,2.75864464958552e-76,7406.926179121902,7349.549785060927,7155.1134796858405,4698.18937973051,4745.085324929637,4350.8096266331795,2797.5423613596195,3079.6049298473467,3123.980756872619
robo2,2333.40806775053,1.4481042399404502,0.07732248397095241,18.728113293469164,2.920851840236001e-78,2.82095870729993e-76,3428.4554651633684,3503.8066422113156,3164.655148644938,2403.770210493873,2365.904853257283,2433.6655120228165,1205.024412126955,1337.3543429162216,1158.0360229179983
GstE2,1016.3136371154404,2.290952123175088,0.12282995853208604,18.651411679640336,1.2298668682936178e-77,1.1760449716811645e-75,1338.0725476597318,1600.221123413975,1698.1617119874063,1064.2199550927382,1223.253411102964,1276.504821331701,311.6045951206152,349.04848621974463,285.7360821100882
SP1173,211.38762857971687,3.0785393341563667,0.1651760679357542,18.637926018155216,1.5825869444810262e-77,1.4984926186076227e-75,376.96761512696753,372.16869124351075,399.04583310409026,214.79668818385542,191.5482085603091,212.90992906280428,37.944470992547245,54.85047640595987,42.25674453740741
